voie;insee;commune
Rue du 7 Juin 1955;56264;Kernascléden
Rue du 3 Janvier 1945;57006;Achen
Rue du 20 Fevrier;57013;Alsting
Place du 13 Novembre;57030;Arry
Rue du Huit Mai 1945;57032;Ars-sur-Moselle
Rue du 18 Juin 1940;57038;Audun-le-Tiche
Rue du 31 Août 2012;57039;Augny
Rue du 10 Septembre;57041;Aumetz
Rue du 11 Novembre;57041;Aumetz
Place du 25 Novembre;57047;Bambiderstroff
Rue du 3 Juin;57047;Bambiderstroff
Rue du 1er Septembre;57058;Behren-lès-Forbach
Rue du Premier Septembre 1939;57058;Behren-lès-Forbach
Rue du 21 Novembre;57082;Biding
Place du 8 Novembre 1944;57097;Boulay-Moselle
Rue du 19 Août 1951;57097;Boulay-Moselle
Rue du 27 Novembre;57106;Bouzonville
Rue du 4 Décembre 1944;57123;Carling
Rue du 10 Juin;57129;Charly-Oradour
Rue du 17 Novembre;57132;Château-Salins
Rue du 18 Novembre 1944;57134;Châtel-Saint-Germain
Rue du 21 Août 1812;57137;Cheminot
Rue du 12 Novembre 1944;57138;Chenois
Rue du 4 Septembre;57143;Clouange
Cours du 19 Novembre 1944;57159;Créhange
Rue du 29 Septembre;57160;Creutzwald
Rue du 20 Août 1914;57171;Delme
Rue du 8 Mai 1945;57177;Dieuze
Rue du 8 Novembre 1944;57186;Ébersviller
Rue du 23 Fevrier;57196;Erching
Rue du 18 Fevrier;57202;Etzling
Rue du 19 Mars 1962;57204;Failly
Cours du 19 Novembre 1944;57209;Faulquemont
Rue du 18 Novembre;57215;Flastroff
Rue du 11 Novembre;57221;Florange
Rue du 6 Decembre 1944;57222;Folkling
Avenue du 26 Novembre 1944;57224;Folschviller
Rue du 18 Juin 1940;57227;Forbach
Rue du 19 Mars 1962;57227;Forbach
Rue du 22 Novembre;57227;Forbach
Rue du 22 Novembre;57237;Frémestroff
Rue du 15 Février;57240;Freyming-Merlebach
Rue du 3 Mai;57240;Freyming-Merlebach
Rue du 5 Décembre;57240;Freyming-Merlebach
Rue du 23 Novembre;57244;Garrebourg
Rue du 18 Février;57260;Grosbliederstroff
Rue du 11 Novembre;57262;Grostenquin
Rue du 4 Décembre;57264;Guebenhouse
Rue du 11 Novembre;57269;Guénange
Rue du 1er Mai;57269;Guénange
Avenue du 8 Mai 1945;57283;Hagondange
Rue du 11 Novembre 1918;57283;Hagondange
Rue du 18 Juin 1940;57283;Hagondange
Rue du 19 Mars 1962;57283;Hagondange
Rue du Huit Mai;57283;Hagondange
Rue du Onze Novembre;57283;Hagondange
Rue du 5 Décembre;57289;Hambach
Place du 19 Mars 1962;57306;Hayange
Rue du 11 Novembre;57306;Hayange
Rue du 6 Juin 1944;57306;Hayange
Rue du 28 Novembre 1944;57309;Heining-lès-Bouzonville
Rue du 12 Septembre 1944;57323;Hettange-Grande
Rue du 28 Novembre;57332;Hombourg-Haut
Rue du 19 Mars 1962;57336;L'Hôpital
Rue du 17 Fevrier;57360;Kerbach
Rue du 17 Fevrier 1945 Libera;57360;Kerbach
Rue du 1er Septembre;57360;Kerbach
Rue du Premier Septembre;57360;Kerbach
Rue du 25 Novembre;57413;Longeville-lès-Saint-Avold
Rue du 3 Juin;57413;Longeville-lès-Saint-Avold
Rue du 4 Decembre;57419;Loupershouse
Rue du 11 Novembre;57422;Louvigny
Place du 4 Septembre;57433;Maizières-lès-Metz
Rue du 4 Septembre;57433;Maizières-lès-Metz
Impasse du 14 Juillet;57445;Marieulles
Place de la Libération du 15 Novembre 1944;57454;Mécleuves
Allée du Dix-Huit Juin;57463;Metz
Rue du 18 Juin;57463;Metz
Rue du 19 Novembre;57463;Metz
Rue du 6 Mai 1956;57463;Metz
Square du 14 Août 1870;57463;Metz
Rue du 7 Septembre;57474;Mondelange
Rue du 11 Novembre;57480;Montigny-lès-Metz
Rue du 19 Novembre;57480;Montigny-lès-Metz
Rue du 8 Mai 1945;57480;Montigny-lès-Metz
Rue du 19 Mars;57481;Montois-la-Montagne
Rue du 19 Mars 1962;57481;Montois-la-Montagne
Rue du 6 Septembre;57481;Montois-la-Montagne
Rue du 6 Février;57482;Ogy-Montoy-Flanville
Rue du 18 Novembre;57483;Morhange
Place du 1er Mai;57491;Moyeuvre-Grande
Place du Premier Mai;57491;Moyeuvre-Grande
Rue du 21 Novembre 1944;57496;Nébing
Rue du 5 Decembre;57499;Neufgrange
Rue du 26 Novembre 1944;57507;Niedervisse
Rue du 23 Novembre;57540;Phalsbourg
Rue du 1er Septembre;57556;Puttelange-aux-Lacs
Rue du 4 Décembre;57556;Puttelange-aux-Lacs
Rue du 21 Novembre;57566;Réding
Place du 11 Novembre;57572;Rémilly
Rue du 8 Mai;57591;Rombas
Rue du 8 Mai 1945;57591;Rombas
Place du 1er Mai;57597;Rosselange
Place du 10 Mai 1940;57603;Russange
Rue du 27 Novembre;57606;Saint-Avold
Rue du 22 Novembre;57615;Saint-Jean-Rohrbach
Rue du 19 Novembre 1944;57616;Saint-Julien-lès-Metz
Rue du 18 Juin;57618;Saint-Louis
Rue du 11 Novembre;57620;Sainte-Marie-aux-Chênes
Rue du 18 Août;57622;Saint-Privat-la-Montagne
Rue du 14 Juin 1940;57628;Sarralbe
Rue du 5 Decembre;57628;Sarralbe
Rue du 27 Novembre 1944;57644;Seingbouse
Place du 18 Novembre;57655;Solgne
Rue du 2 Mars;57659;Spicheren
Rue du 6 Août;57659;Spicheren
Rue du 4 Septembre;57663;Talange
Rue du 4 Septembre 1944;57663;Talange
Rue du 8 Mai;57663;Talange
Avenue du 14 Juillet 1789;57666;Terville
Rue du 8 Mai 1945;57666;Terville
Square du 11 Novembre;57672;Thionville
Rue du 12 Décembre 1948;57681;Tromborn
Rue du 26 Novembre 1944;57690;Valmont
Rue du 27 Novembre 1944;57696;Varsberg
Rue du 11 Novembre;57706;Vergaville
Rue du 4 Septembre;57724;Vitry-sur-Orne
Rue du 8 Décembre;57748;Wittring
Rue du 17 Novembre;57751;Woippy
Rue du 5 Decembre 1944;57752;Woustviller
Rue du 18 Juin;57756;Xouaxange
Rue du 13 Novembre;57757;Yutz
Rue du 8 Mai 1945;57757;Yutz
Rue du 24 Juin 1844;58038;Breugnon
Rue du 19 Mars 1962;58046;Cercy-la-Tour
Rue du 8 Septembre;58047;Cervon
Rue du 19 Mars 1962;58051;Challuy
Rue du 25 Septembre 1793;58051;Challuy
Rue du 19 Mars 1962;58055;Champvert
Rue du 8 Mai 1945;58059;La Charité-sur-Loire
Place du 19 Mars;58064;Châteauneuf-Val-de-Bargis
Place du 19 Mars 1962;58064;Châteauneuf-Val-de-Bargis
Place du 19 Août;58079;Clamecy
Rue du 11 Novembre 1918;58079;Clamecy
Rue du 19 Mars 1962;58079;Clamecy
Rue du 8 Mai 1945;58079;Clamecy
Avenue du 8 Mai 1945;58083;Corbigny
Rue du 19 Mars 1962;58085;Corvol-l'Orgueilleux
Avenue du 14 Juillet;58086;Cosne-Cours-sur-Loire
Place du 19 Mars 1962;58086;Cosne-Cours-sur-Loire
Rue du 14 Juillet;58086;Cosne-Cours-sur-Loire
Rue du 19 Mars 1962;58086;Cosne-Cours-sur-Loire
Rue du 8 Mai;58086;Cosne-Cours-sur-Loire
Avenue du 8 Mai 1945;58088;Coulanges-lès-Nevers
Rue du 11 Novembre 1918;58088;Coulanges-lès-Nevers
Rue du 19 Mars 1962;58088;Coulanges-lès-Nevers
Avenue du 14 Juillet;58095;Decize
Place du 8 Mai;58095;Decize
Rue du 19 Mars 1962;58095;Decize
Rue du 4 Septembre;58095;Decize
Rue du 19 Mars 1962;58102;Donzy
Place du 19 Mars 1962;58104;Dornes
Rue du 19 Mars 1962;58106;Dun-les-Places
Rue du 8 Mai 1945;58106;Dun-les-Places
Rue du 11 Novembre 1914;58109;Entrains-sur-Nohain
Rue du 19 Mars;58109;Entrains-sur-Nohain
Rue du 19 Mars 1962;58109;Entrains-sur-Nohain
Rue du 8 Mai 1945;58109;Entrains-sur-Nohain
Rue du Huit Mai;58109;Entrains-sur-Nohain
Rue du Onze Novembre;58109;Entrains-sur-Nohain
Place du 19 Mars;58112;La Fermeté
Rue du 11 Novembre;58117;Fourchambault
Rue du 19 Mars 1962;58117;Fourchambault
Rue du 4 Septembre;58117;Fourchambault
Rue du 8 Mai 1945;58117;Fourchambault
Place du 12 Juin 1861;58119;Frasnay-Reugny
Rue du 19 Mars 1962;58121;Garchizy
Rue du 8 Mai 1945;58121;Garchizy
Place du 14 Juillet;58131;Guérigny
Rue du 11 Novembre 1918;58134;Imphy
Avenue du 8 Mai 1945;58145;Lormes
Rue du 19 Mars 1962;58145;Lormes
Place du 11 Novembre 1918;58149;Luzy
Place du 8 Mai 1945;58149;Luzy
Rue du 19 Mars 1962;58149;Luzy
Place du 18 Juin 1940;58151;La Machine
Rue du 19 Mars 1962;58151;La Machine
Chemin du 18 Juillet 1944;58157;Marigny-l'Église
Rue du 11 Novembre;58160;Marzy
Place du 25 Juin 1944;58180;Montsauche-les-Settons
Rue du 19 Mars 1962;58180;Montsauche-les-Settons
Rue du 8 Mai 1945;58180;Montsauche-les-Settons
Avenue du 17 Juillet 1944;58193;Neuvy-sur-Loire
Impasse du 1er Mai;58193;Neuvy-sur-Loire
Rue du 14 Juillet;58194;Nevers
Rue du 8 Mai 1945;58194;Nevers
Place du 8 Mai 1945;58199;Onlay
Rue du 25 Juin 1944;58210;Planchez
Rue du 8 Mai 1945;58210;Planchez
Square du 19 Mars 1962;58210;Planchez
Rue du 11 Novembre;58214;Pougues-les-Eaux
Rue du 19 Mars 1962;58214;Pougues-les-Eaux
Rue du 8 Mai;58214;Pougues-les-Eaux
Rue du 19 Mars 1962;58215;Pouilly-sur-Loire
Rue du 19 Mars 1962;58218;Prémery
Place 19 Mars 1962;58220;Raveau
Place du 19 Mars 1962;58223;Rouy
Place du 8 Mai 1945;58223;Rouy
Rue du 4 Septembre;58232;Saint-Benin-d'Azy
Place du 19 Mars 1962;58235;Saint-Brisson
Rue du 8 Mai;58250;Saint-Léger-des-Vignes
Impasse du 19 Mars;58261;Saint-Père
Impasse du 19 Mars 1962;58261;Saint-Père
Rue du 11 Novembre;58261;Saint-Père
Rue du 19 Mars 1962;58261;Saint-Père
Rue du 8 Mai 1945;58261;Saint-Père
Avenue du 11 Novembre;58264;Saint-Pierre-le-Moûtier
Avenue du 8 Mai;58264;Saint-Pierre-le-Moûtier
Place du 8 Mai 1945;58282;Surgy
Place du 8 Mai 1945;58295;Tracy-sur-Loire
Rue du 14 Juillet;58295;Tracy-sur-Loire
Place du 19 Mars;58298;Tronsanges
Place du 19 Mars 1962;58298;Tronsanges
Rue du 1er Mai;58299;Trucy-l'Orgueilleux
Rue du 19 Mars 1962;58302;Varennes-lès-Narcy
Place du 19 Mars 1962;58303;Varennes-Vauzelles
Rue du 11 Novembre 1918;58303;Varennes-Vauzelles
Rue du 8 Mai 1945;58303;Varennes-Vauzelles
Rue du 11 Novembre 1918;58304;Varzy
Rue du 19 Mars 1962;58304;Varzy
Rue du 8 Mai 1945;58304;Varzy
Rue du 11 Novembre 1918;59002;Abscon
Rue du 8 Mai 1945;59002;Abscon
Rue du Onze Novembre;59002;Abscon
Avenue du 1er Mai;59008;Aniche
Rue du Huit Mai 1945;59009;Villeneuve-d'Ascq
Rue du Onze Novembre 1918;59009;Villeneuve-d'Ascq
Rue du Huit Mai 1945;59011;Annœullin
Rue du 8 Mai 1945;59014;Anzin
Rue du 8 Mai 1945;59015;Arleux
Place du 19 Mars 1962;59017;Armentières
Rue du 11 Novembre 1918;59017;Armentières
Rue du 14 Juillet 1789;59017;Armentières
Rue du 8 Mai 1945;59017;Armentières
Rue du 19 Mars 1962;59021;Assevent
Avenue du 8 Mai 1945;59024;Auberchicourt
Rue du 11 Novembre;59024;Auberchicourt
Rue du 19 Mars 1962;59026;Aubigny-au-Bac
Av Liberation 2 Septembre 1944;59032;Aulnoy-lez-Valenciennes
Place du 19 Mars 1962;59032;Aulnoy-lez-Valenciennes
Rue du 8 Mai 1945;59032;Aulnoy-lez-Valenciennes
Place du 8 Mai 1945;59033;Aulnoye-Aymeries
Residence du Huit Mai 1945;59033;Aulnoye-Aymeries
Rue du 19 Mars 1962;59033;Aulnoye-Aymeries
Rue du 2 Septembre;59033;Aulnoye-Aymeries
Rue du 14 Juillet;59037;Avesnes-les-Aubert
Rue du 19 Mars 1962;59037;Avesnes-les-Aubert
Rue du 8 Mai 1945;59037;Avesnes-les-Aubert
Rue du 11 Novembre;59039;Awoingt
Residence du 19 Mars;59041;Bachant
Residence du 19 Mars 1962;59041;Bachant
Residence du 8 Mai;59041;Bachant
Residence du Huit Mai 1945;59041;Bachant
Rue du 11 Novembre;59043;Bailleul
Rue du 8 Mai 1945;59043;Bailleul
Rue du Huit Mai 1945;59051;La Bassée
Rue du Onze Novembre 1918;59051;La Bassée
Rue du 8 Mai 1945;59052;Bauvin
Place du 11 Novembre;59053;Bavay
Rue du 8 Mai 1945;59053;Bavay
Place du 19 Mars 1962;59059;Beaumont-en-Cambrésis
Rue du 14 Juillet;59063;Beauvois-en-Cambrésis
Rue du 16 Septembre 1944;59067;Bergues
Rue du 8 Mai 1945;59067;Bergues
Rue du 5 Novembre;59068;Berlaimont
Residence du 8 Mai;59074;Bertry
Rue du 11 Novembre;59074;Bertry
Rue du 4 Septembre;59074;Bertry
Rue du 8 Mai 1945;59074;Bertry
Place du 11 Novembre;59079;Beuvrages
Rue du 8 Mai 1945;59079;Beuvrages
Allee du 8 Mai;59082;Bierne
Rue du 5 Septembre 1944;59089;Bollezeele
Chemin du 10 Mai 1940;59091;Borre
Place du 8 Mai 1945;59092;Bouchain
Rue du 18 Juin 1940;59092;Bouchain
Rue du 11 Novembre;59094;Bourbourg
Rue du 8 Mai;59094;Bourbourg
Rue du 24 Aout;59096;Bourghelles
Rue du 8 Mai 1945;59096;Bourghelles
Place du 8 Mai 1945;59104;Boussois
Rue du 11 Novembre;59108;Briastre
Rue du 8 Mai 1945;59120;Caëstre
Place du 9 Octobre;59122;Cambrai
Rue du 11 Novembre;59122;Cambrai
Rue du 2 Septembre;59122;Cambrai
Rue du 8 Mai;59122;Cambrai
Square du 27 Avril 1944;59122;Cambrai
Rue du 14 Juillet;59123;Camphin-en-Carembault
Rue du 19 Mars 1962;59131;Cappelle-la-Grande
Rue du 8 Mai 1945;59131;Cappelle-la-Grande
Rue du 8 Mai 1945;59132;Carnières
Place du 27 Mai 1940;59133;Carnin
Rue du Quatorze Juillet;59133;Carnin
Place du 3 Septembre 1944;59136;Le Cateau-Cambrésis
Rue du 8 Mai 1945;59136;Le Cateau-Cambrésis
Boulevard du 11 Novembre;59139;Caudry
Boulevard du 19 Mars 1962;59139;Caudry
Boulevard du 8 Mai;59139;Caudry
Boulevard du 8 Mai 1945;59139;Caudry
Rue du 14 Juillet;59139;Caudry
Rue du Huit Mai 1945;59143;La Chapelle-d'Armentières
Rue du Onze Novembre 1918;59143;La Chapelle-d'Armentières
Place du Six Septembre;59152;Comines
Rue du Huit Mai;59152;Comines
Rue du 1er Mai;59155;Coudekerque-Branche
Rue du 8 Mai 1945;59155;Coudekerque-Branche
Rue du Onze Novembre 1918;59158;Coutiches
Rue du 8 Mai 1945;59160;Crespin
Rue du Onze Novembre 1918;59163;Croix
Place du 8 Mai;59165;Cuincy
Place du 8 Mai 1945;59165;Cuincy
Rue du 19 Mars 1962;59165;Cuincy
Rue du 11 Novembre;59166;Curgies
Rue du 11 Novembre 1918;59166;Curgies
Rue du 8 Mai 1945;59166;Curgies
Rue du 14 Juillet;59168;Cysoing
Avenue du 8 Mai 1945;59170;Dechy
Allée du 24 Juillet 1712;59172;Denain
Boulevard du 8 Mai 1945;59172;Denain
Rue du 11 Novembre 1918;59172;Denain
Avenue du 4 Septembre;59178;Douai
Place du 14 Juillet;59178;Douai
Rue du 11 Novembre;59178;Douai
Rue du 8 Mai 1945;59178;Douai
Square du 4 Septembre;59178;Douai
Rue du 1er Mai;59179;Douchy-les-Mines
Rue du 4 Septembre;59179;Douchy-les-Mines
Rue du 8 Mai 1945;59179;Douchy-les-Mines
Allee du 8 Mai 1945;59183;Dunkerque
Allee du Huit Mai 1945 Mardyck;59183;Dunkerque
Avenue du 18 Juin 1940;59183;Dunkerque
Avenue du 8 Mai 1945;59183;Dunkerque
Boulevard du 8 Mai 1945;59183;Dunkerque
Rue du 11 Novembre 1918;59183;Dunkerque
Place du 8 Mai 1945;59185;Écaillon
Rue du 1er Mai;59185;Écaillon
Rue du Premier Mai;59185;Écaillon
Rue du 8 Mai 1945;59192;Émerchicourt
Rue du 11 Novembre;59194;Englefontaine
Rue du 8 Mai;59194;Englefontaine
Cite du 8 Mai 1945;59203;Erre
Rue du 8 Mai 1945;59205;Escaudain
Rue du 11 Novembre;59206;Escaudœuvres
Rue du 1er Mai;59206;Escaudœuvres
Rue du 4 Septembre;59206;Escaudœuvres
Rue du 8 Mai;59206;Escaudœuvres
Rue du Premier Mai;59206;Escaudœuvres
Rue du 5 Septembre 1944;59210;Esquelbecq
Place du 8 Mai;59212;Estaires
Rue du 11 Novembre;59214;Estrées
Rue du 8 Mai 1945;59221;Famars
Rue du 8 Mai 1945;59224;Féchain
Place du 8 Mai 1945;59225;Feignies
Rue du 19 Mars 1962;59225;Feignies
Rue du 11 Novembre;59227;Fenain
Rue du 14 Juillet;59227;Fenain
Rue du 19 Mars 1962;59227;Fenain
Rue du 1er Mai;59227;Fenain
Rue du 8 Mai;59227;Fenain
Rue du 11 Novembre;59228;Férin
Rue du 8 Mai 1945;59230;Ferrière-la-Grande
Impasse du 4 Novembre 1944;59231;Ferrière-la-Petite
Rue du 11 Novembre;59234;Flers-en-Escrebieux
Rue du 19 Mars 1962;59234;Flers-en-Escrebieux
Rue du 8 Mai 1945;59234;Flers-en-Escrebieux
Rue du 11 Novembre 1918;59239;Flines-lez-Raches
Rue du 2 Septembre;59239;Flines-lez-Raches
Rue du 8 Mai;59239;Flines-lez-Raches
Rue du 8 Mai 1945;59239;Flines-lez-Raches
Rue du Onze Novembre;59239;Flines-lez-Raches
Rue du 8 Mai;59242;Fontaine-au-Bois
Rue du Huit Mai 1945;59242;Fontaine-au-Bois
Rue du 11 Novembre;59244;Fontaine-Notre-Dame
Rue du 1er Mai;59244;Fontaine-Notre-Dame
Rue du Premier Mai;59244;Fontaine-Notre-Dame
Rue du 8 Mai 1945;59249;Fourmies
Rue du Huit Mai 1945;59250;Fournes-en-Weppes
Rue du Quatre Septembre;59250;Fournes-en-Weppes
Avenue du 8 Mai 1945;59253;Fresnes-sur-Escaut
Square du 19 Mars 1962;59253;Fresnes-sur-Escaut
Place du 19 Mars 1962;59254;Fressain
Rue du 8 Mai 1945;59254;Fressain
Avenue du 8 Mai 1945;59256;Fretin
Rue du 8 Mai 1945;59260;Ghyvelde
Rue du 8 Mai 1945;59263;Gœulzin
Rue du 11 Novembre;59266;Gondecourt
Rue du 8 Mai 1945;59266;Gondecourt
Place du 11 Novembre;59268;La Gorgue
Rue du 8 Mai;59268;La Gorgue
Avenue du 1er Mai;59271;Grande-Synthe
Rue du 15 Septembre 1944;59271;Grande-Synthe
Rue du 8 Mai 1945;59271;Grande-Synthe
Rue du 9 Novembre 1989;59271;Grande-Synthe
Avenue du 11 Novembre;59272;Grand-Fort-Philippe
Place du 11 Novembre;59272;Grand-Fort-Philippe
Rond Point du 8 Mai;59272;Grand-Fort-Philippe
Rue du 11 Novembre;59273;Gravelines
Rue du 19 Mars 1962;59273;Gravelines
Rue du 8 Mai;59273;Gravelines
Rue du 11 Novembre 1918;59276;Guesnain
Rue du 14 Juillet;59276;Guesnain
Rue du 8 Mai 1945;59276;Guesnain
Rue du Onze Novembre;59276;Guesnain
Rue du Huit Mai 1945;59278;Hallennes-lez-Haubourdin
Rue du Onze Novembre 1918;59278;Hallennes-lez-Haubourdin
Rue du Huit Mai 1945;59279;Halluin
Rue du Onze Novembre 1918;59279;Halluin
Rue du 11 Novembre 1918;59280;Hamel
Rue du 8 Mai 1945;59280;Hamel
Rue du 8 Mai 1945;59284;Hasnon
Rue du 8 Mai 1945;59285;Haspres
Rue du Huit Mai 1945;59286;Haubourdin
Rue du 11 Novembre;59287;Haucourt-en-Cambrésis
Rue du 19 Mars 1962;59288;Haulchin
Rue Fusilles du 2 Septembre 1944;59288;Haulchin
Rue du 8 Mai 1945;59289;Haussy
Boulevard du 3 Aout 2008;59291;Hautmont
Rue du 8 Mai 1945;59292;Haveluy
Rue du 11 Novembre;59293;Haverskerque
Rue du 8 Mai 1945;59293;Haverskerque
Rue du 11 Novembre 1918;59295;Hazebrouck
Rue du 19 Mars 1962;59295;Hazebrouck
Rue du 8 Mai 1945;59295;Hazebrouck
Rue du 6 Juin 1944;59299;Hem
Place du 4 Septembre;59301;Hergnies
Place du 8 Mai 1945;59301;Hergnies
Rue du 4 Septembre;59301;Hergnies
Avenue du 11 Novembre;59302;Hérin
Avenue du 11 Novembre 1918;59302;Hérin
Rue du 19 Mars 1962;59302;Hérin
Rue du 8 Mai 1945;59302;Hérin
Rue du 11 Novembre;59307;Holque
Rue du 14 Juillet;59307;Holque
Pl de la V du 8 Septembre 1793;59309;Hondschoote
Rue du 18 Juin 1940;59309;Hondschoote
Place du 11 Novembre;59313;Hordain
Rue du 19 Mars 1962;59313;Hordain
Rue du 8 Mai 1945;59313;Hordain
Rue du 11 Novembre;59314;Hornaing
Rue du 19 Mars 1962;59314;Hornaing
Rue du 8 Mai 1945;59314;Hornaing
Place du Huit Mai 1945;59316;Houplin-Ancoisne
Rue du 14 Juillet 1789;59316;Houplin-Ancoisne
Rue du Premier Mai;59316;Houplin-Ancoisne
Rue du 11 Novembre;59317;Houplines
Rue du 19 Mars 1962;59317;Houplines
Rue du Huit Mai 1945;59317;Houplines
Rue du 19 Mars 1962;59321;Inchy
Rue du 19 Mars 1962;59322;Iwuy
Rue du 1er Mai;59322;Iwuy
Rue du 4 Septembre;59322;Iwuy
Rue du 8 Mai 1945;59322;Iwuy
Rue du Premier Mai;59322;Iwuy
Place du 11 Novembre;59324;Jeumont
Rue du 8 Mai 1945;59324;Jeumont
Avenue du 14 Juillet;59327;Lallaing
Rue du 19 Mars 1962;59327;Lallaing
Rue du 8 Mai 1945;59327;Lallaing
Rue du 11 Novembre 1918;59328;Lambersart
Rue du Huit Mai 1945;59328;Lambersart
Rue du 11 Novembre;59329;Lambres-lez-Douai
Avenue du 11 Novembre;59331;Landrecies
Avenue du 8 Mai 1945;59331;Landrecies
Avenue du Onze Novembre 1918;59331;Landrecies
Residence Lilas Rue du 8 Mai 45;59331;Landrecies
Rue du 1er Mai;59340;Leffrinckoucke
Rue du 2 Juin 1940;59340;Leffrinckoucke
Rue du Huit Mai;59343;Lesquin
Rue du Onze Novembre 1918;59343;Lesquin
Rue du 19 Mars 1962;59345;Lewarde
Rue du 11 Novembre 1918;59348;Lieu-Saint-Amand
Rue du 8 Mai 1945;59348;Lieu-Saint-Amand
Place du 8 Mai 1945;59349;Ligny-en-Cambrésis
Place du Huit Mai;59349;Ligny-en-Cambrésis
Rue de la Paix du 8 Mai 1945;59350;Lille
Rue du Huit Mai 1945;59350;Lille
Rue du Onze Novembre;59350;Lille
Rue du Quatorze Juillet;59350;Lille
Allee du 8 Mai 1945;59356;Lompret
Rue du 11 Novembre;59359;Loon-Plage
Rue du 8 Mai;59359;Loon-Plage
Rue du Huit Mai 1945;59360;Loos
Residence du 2 Septembre 1944;59361;Lourches
Avenue du 19 Mars 1962;59365;Louvroil
Rue du 11 Novembre;59369;Maing
Rue du 19 Mars 1962;59369;Maing
Rue du 8 Mai;59369;Maing
Rue du 8 Mai 1945;59369;Maing
Rue du 18 Juin;59375;Marchiennes
Rue du 8 Mai 1945;59375;Marchiennes
Rue du 11 Novembre;59377;Marcoing
Rue du 19 Mars 1962;59377;Marcoing
Rue du 8 Mai;59377;Marcoing
Rue du 8 Mai 1945;59379;Marcq-en-Ostrevent
Rue du 19 Mars 1962;59383;Marly
Rue du 8 Mai 1945;59383;Marly
Rue du 8 Mai 1945;59385;Marpent
Rue du 8 Mai 1945;59387;Marquette-en-Ostrevant
Impasse du 19 Mars 1962;59389;Masnières
Place du 8 Mai 1945;59389;Masnières
Rue du 11 Novembre;59389;Masnières
Rue du 1er Mai;59389;Masnières
Avenue du 8 Mai 1945;59390;Masny
Rue du 11 Novembre;59391;Mastaing
Rue du 6 Juin 1944;59391;Mastaing
Rue du 8 Mai 1945;59391;Mastaing
Rue du 19 Mars 1962;59401;Méteren
Rue du 8 Mai 1945;59403;Millonfosse
Place du 8 Mai 1945;59409;Monchecourt
Giratoire Rue du 11 Novembre-P.curie..;59410;Mons-en-Barœul
Rue du 11 Novembre 1918;59410;Mons-en-Barœul
Rue du Huit Mai 1945;59410;Mons-en-Barœul
Place du 19 Mars 1962;59411;Mons-en-Pévèle
Rue du 8 Mai;59411;Mons-en-Pévèle
Rue du 8 Mai 1945;59414;Montigny-en-Ostrevent
Rue du 11 Novembre 1918;59416;Morbecque
Rue du 8 Mai 1945;59416;Morbecque
Rue du Huit Mai 1945;59421;Mouvaux
Rue du Onze Novembre 1918;59421;Mouvaux
Square du 11 Novembre;59426;Neuville-en-Ferrain
Square du Huit Mai 1945;59426;Neuville-en-Ferrain
Rue du 11 Novembre;59428;Neuville-Saint-Rémy
Rue du 8 Mai;59428;Neuville-Saint-Rémy
Rue du Huit Mai 1945;59428;Neuville-Saint-Rémy
Rue du 11 Novembre 1918;59429;Neuville-sur-Escaut
Rue du 8 Mai 1945;59429;Neuville-sur-Escaut
Rue du 11 Novembre;59430;Neuvilly
Rue du 14 Juillet;59430;Neuvilly
Rue du 8 Mai;59430;Neuvilly
Rue du 11 Novembre 1918;59431;Nieppe
Rue du 19 Mars 1962;59431;Nieppe
Rue du 8 Mai 1945;59431;Nieppe
Rue du 8 Mai;59438;Noyelles-sur-Escaut
Rue du 11 Novembre;59447;Onnaing
Rue du 14 Juillet;59447;Onnaing
Rue du 4 Septembre;59447;Onnaing
Rue du 8 Mai 1945;59447;Onnaing
Place du 8 Mai;59452;Ostricourt
Rue du 11 Novembre;59452;Ostricourt
Rue du 19 Mars 1962;59452;Ostricourt
Rue du 8 Mai 1945;59455;Paillencourt
Rue du 11 Novembre;59459;Petite-Forêt
Rue du 19 Mars 1962;59459;Petite-Forêt
Rue du 8 Mai 1945;59459;Petite-Forêt
Rue du 8 Mai 1945;59466;Pont-à-Marcq
Rue du 8 Mai 1945;59467;Pont-sur-Sambre
Rue du 1er Mai;59471;Préseau
Rue du 8 Mai 1945;59475;Prouvy
Rue du 8 Mai 1945;59479;Quarouble
Place du 11 Novembre;59480;Quérénaing
Place du 11 Novembre 1918;59480;Quérénaing
Rue du 8 Mai 1945;59480;Quérénaing
Rue du 11 Novembre;59481;Le Quesnoy
Rue du 11 Novembre 1918;59481;Le Quesnoy
Rue du 8 Mai;59481;Le Quesnoy
Rue du 8 Mai 1945;59481;Le Quesnoy
Rue du 6 Octobre 1914;59482;Quesnoy-sur-Deûle
Rue du 11 Novembre;59484;Quiévrechain
Rue du 8 Mai;59484;Quiévrechain
Rue du 14 Juillet;59485;Quiévy
Rue du 8 Mai 1945;59485;Quiévy
Rue du 11 Novembre 1918;59486;Râches
Rue du 8 Mai 1945;59486;Râches
Rue du 19 Mars 1962;59491;Raismes
Rue du 8 Mai 1945;59491;Raismes
Rue du 6 Septembre 1914;59495;Recquignies
Rue du 19 Mars 1962;59502;Rieux-en-Cambrésis
Rue du 1er Mai;59502;Rieux-en-Cambrésis
Rue du Premier Mai;59502;Rieux-en-Cambrésis
Rue du 11 Novembre 1918;59504;Rœulx
Rue du 19 Mars 1962;59504;Rœulx
Rue du 8 Mai 1945;59504;Rœulx
